component,mr_group,intercept,slack,slope_basis
crops,produce:tomato_irrigated:region0396_c2,-19.1504,0,
crops,produce:tomato_irrigated:region0396_c3,-19.1641,0,
crops,produce:tomato_irrigated:region0398_c0,-18.3198,0,
crops,produce:tomato_irrigated:region0398_c1,-19.5741,0,
crops,produce:tomato_irrigated:region0398_c2,-20.4773,0,
crops,produce:tomato_irrigated:region0398_c3,-20.8575,0,
crops,produce:tomato_irrigated:region0399_c0,-18.1135,0,
crops,produce:tomato_irrigated:region0399_c1,-18.3956,0,
crops,produce:tomato_irrigated:region0399_c2,-19.6433,0,
crops,produce:tomato_irrigated:region0399_c3,-20.9761,0,
crops,produce:tomato_irrigated:region0400_c1,-19.9655,0,
crops,produce:tomato_irrigated:region0400_c2,-19.596,0,
crops,produce:tomato_irrigated:region0400_c3,-20.0113,0,
crops,produce:tomato_irrigated:region0401_c0,-19.3334,0,
crops,produce:tomato_irrigated:region0401_c1,-19.6318,0,
crops,produce:tomato_irrigated:region0401_c2,-19.8184,0,
crops,produce:tomato_irrigated:region0401_c3,-19.8459,0,
crops,produce:tomato_irrigated:region0402_c0,-19.3991,0,
crops,produce:tomato_irrigated:region0402_c1,-20.475,0,
crops,produce:tomato_irrigated:region0402_c2,-20.6415,0,
crops,produce:tomato_irrigated:region0402_c3,-20.2305,0,
crops,produce:tomato_irrigated:region0403_c0,-21.7047,0,
crops,produce:tomato_irrigated:region0403_c3,-20.8113,0,
crops,produce:tomato_irrigated:region0404_c1,-19.1994,0,
crops,produce:tomato_irrigated:region0404_c2,-19.5541,0,
crops,produce:tomato_irrigated:region0404_c3,-21.1643,0,
crops,produce:tomato_irrigated:region0406_c1,-19.5475,0,
crops,produce:tomato_irrigated:region0406_c2,-19.9444,0,
crops,produce:tomato_irrigated:region0406_c3,-21.1695,0,
crops,produce:tomato_irrigated:region0407_c0,-10.1299,0,
crops,produce:tomato_irrigated:region0407_c1,-10.4803,0,
crops,produce:tomato_irrigated:region0407_c2,-10.681,0,
crops,produce:tomato_irrigated:region0407_c3,-10.9725,0,
crops,produce:tomato_irrigated:region0408_c0,-9.70804,0,
crops,produce:tomato_irrigated:region0408_c1,-9.66328,0,
crops,produce:tomato_irrigated:region0408_c2,-9.91434,0,
crops,produce:tomato_irrigated:region0408_c3,-90.2253,0,
crops,produce:tomato_irrigated:region0409_c0,-9.61029,0,
crops,produce:tomato_irrigated:region0409_c1,-10.5516,0,
crops,produce:tomato_irrigated:region0409_c2,-10.8549,0,
crops,produce:tomato_irrigated:region0409_c3,-11.2062,0,
crops,produce:tomato_irrigated:region0410_c0,-11.3784,0,
crops,produce:tomato_irrigated:region0410_c1,-11.779,0,
crops,produce:tomato_irrigated:region0410_c2,-12.7283,0,
crops,produce:tomato_irrigated:region0410_c3,-13.6376,0,
crops,produce:tomato_irrigated:region0412_c0,-27.7801,0,
crops,produce:tomato_irrigated:region0412_c1,-28.8222,0,
crops,produce:tomato_irrigated:region0412_c2,-30.9308,0,
crops,produce:tomato_irrigated:region0412_c3,-30.2832,0,
crops,produce:tomato_irrigated:region0413_c0,-23.7295,0,
crops,produce:tomato_irrigated:region0413_c1,-24.6292,0,
crops,produce:tomato_irrigated:region0413_c2,-25.407,0,
crops,produce:tomato_irrigated:region0413_c3,-25.7162,0,
crops,produce:tomato_irrigated:region0414_c0,-28.4968,0,
crops,produce:tomato_irrigated:region0414_c1,-29.6516,0,
crops,produce:tomato_irrigated:region0414_c2,-30.3599,0,
crops,produce:tomato_irrigated:region0414_c3,-31.0199,0,
crops,produce:tomato_irrigated:region0415_c1,-100,0,
crops,produce:tomato_irrigated:region0415_c2,-100,-1.61435e-11,
crops,produce:tomato_irrigated:region0415_c3,-100,-4.20641e-12,
crops,produce:tomato_irrigated:region0416_c0,-100,0,
crops,produce:tomato_irrigated:region0416_c1,-100,0,
crops,produce:tomato_irrigated:region0416_c2,-100,0,
crops,produce:tomato_irrigated:region0416_c3,-100,0,
crops,produce:tomato_irrigated:region0417_c0,-100,0,
crops,produce:tomato_irrigated:region0417_c1,-100,0,
crops,produce:tomato_irrigated:region0417_c2,-100,0,
crops,produce:tomato_irrigated:region0417_c3,-100,0,
crops,produce:tomato_irrigated:region0418_c0,-100,0,
crops,produce:tomato_irrigated:region0418_c1,-100,0,
crops,produce:tomato_irrigated:region0418_c2,-100,0,
crops,produce:tomato_irrigated:region0418_c3,-100,0,
crops,produce:tomato_irrigated:region0419_c0,-100,0,
crops,produce:tomato_irrigated:region0419_c1,-100,0,
crops,produce:tomato_irrigated:region0419_c2,-100,0,
crops,produce:tomato_irrigated:region0419_c3,-100,0,
crops,produce:tomato_irrigated:region0420_c1,-22.6466,0,
crops,produce:tomato_irrigated:region0420_c2,-23.1674,0,
crops,produce:tomato_irrigated:region0420_c3,-22.9516,0,
crops,produce:tomato_irrigated:region0421_c0,-100,0,
crops,produce:tomato_irrigated:region0421_c1,-100,0,
crops,produce:tomato_irrigated:region0421_c2,-100,0,
crops,produce:tomato_irrigated:region0421_c3,-100,0,
crops,produce:tomato_irrigated:region0422_c2,-23.2939,0,
crops,produce:tomato_irrigated:region0422_c3,-29.9001,0,
crops,produce:tomato_irrigated:region0423_c0,-100,0,
crops,produce:tomato_irrigated:region0423_c1,-100,0,
crops,produce:tomato_irrigated:region0423_c2,-100,0,
crops,produce:tomato_irrigated:region0423_c3,-100,0,
crops,produce:tomato_irrigated:region0424_c0,-100,0,
crops,produce:tomato_irrigated:region0424_c1,-100,0,
crops,produce:tomato_irrigated:region0424_c2,-100,0,
crops,produce:tomato_irrigated:region0424_c3,-100,0,
crops,produce:tomato_irrigated:region0426_c3,-100,-2.72848e-11,
crops,produce:tomato_irrigated:region0427_c0,-23.242,0,
crops,produce:tomato_irrigated:region0427_c1,-23.7452,0,
crops,produce:tomato_irrigated:region0427_c2,-23.8077,0,
crops,produce:tomato_irrigated:region0427_c3,-23.8215,0,
crops,produce:tomato_irrigated:region0429_c0,-17.4717,0,
crops,produce:tomato_irrigated:region0429_c1,-18.4121,0,
crops,produce:tomato_irrigated:region0429_c2,-20.0266,0,
crops,produce:tomato_irrigated:region0429_c3,-20.2649,0,
crops,produce:tomato_irrigated:region0430_c0,-23.9342,0,
crops,produce:tomato_irrigated:region0430_c1,-24.3474,0,
crops,produce:tomato_irrigated:region0430_c2,-100,-1.38152e-09,
crops,produce:tomato_irrigated:region0430_c3,-27.1672,0,
crops,produce:tomato_irrigated:region0431_c0,-23.1611,0,
crops,produce:tomato_irrigated:region0431_c1,-25.0015,0,
crops,produce:tomato_irrigated:region0431_c2,-25.7673,0,
crops,produce:tomato_irrigated:region0431_c3,-24.6992,0,
crops,produce:tomato_irrigated:region0432_c0,-2.71042,0,
crops,produce:tomato_irrigated:region0432_c1,-2.808,0,
crops,produce:tomato_irrigated:region0432_c2,-2.76755,0,
crops,produce:tomato_irrigated:region0432_c3,-2.87064,0,
crops,produce:tomato_irrigated:region0436_c0,-19.3089,0,
crops,produce:tomato_irrigated:region0436_c1,-19.5563,0,
crops,produce:tomato_irrigated:region0436_c2,-20.1591,0,
crops,produce:tomato_irrigated:region0436_c3,-20.314,0,
crops,produce:tomato_irrigated:region0437_c0,-20.4778,0,
crops,produce:tomato_irrigated:region0437_c1,-21.1493,0,
crops,produce:tomato_irrigated:region0437_c2,-21.6992,0,
crops,produce:tomato_irrigated:region0437_c3,-22.6985,0,
crops,produce:tomato_irrigated:region0438_c0,-20.898,0,
crops,produce:tomato_irrigated:region0438_c1,-21.8873,0,
crops,produce:tomato_irrigated:region0438_c2,-23.7278,0,
crops,produce:tomato_irrigated:region0438_c3,-23.4947,0,
crops,produce:tomato_irrigated:region0439_c0,-19.9749,0,
crops,produce:tomato_irrigated:region0439_c1,-21.9196,0,
crops,produce:tomato_irrigated:region0439_c2,-20.9423,0,
crops,produce:tomato_irrigated:region0439_c3,-23.075,0,
crops,produce:tomato_irrigated:region0440_c1,-22.7511,0,
crops,produce:tomato_irrigated:region0440_c2,-22.5927,0,
crops,produce:tomato_irrigated:region0440_c3,-24.2274,0,
crops,produce:tomato_irrigated:region0441_c0,-21.1375,0,
crops,produce:tomato_irrigated:region0441_c1,-22.7941,0,
crops,produce:tomato_irrigated:region0441_c2,-23.2863,0,
crops,produce:tomato_irrigated:region0441_c3,-23.7699,0,
crops,produce:tomato_irrigated:region0442_c0,-100,0,
crops,produce:tomato_irrigated:region0442_c1,-22.5235,0,
crops,produce:tomato_irrigated:region0442_c2,-23.0683,0,
crops,produce:tomato_irrigated:region0443_c0,-100,0,
crops,produce:tomato_irrigated:region0443_c1,-100,0,
crops,produce:tomato_irrigated:region0443_c2,-19.9802,0,
crops,produce:tomato_irrigated:region0443_c3,-20.5485,0,
crops,produce:tomato_irrigated:region0444_c0,-20.001,0,
crops,produce:tomato_irrigated:region0444_c1,-22.7455,0,
crops,produce:tomato_irrigated:region0444_c2,-21.2571,0,
crops,produce:tomato_irrigated:region0444_c3,-23.5903,0,
crops,produce:tomato_irrigated:region0445_c0,-20.5847,0,
crops,produce:tomato_irrigated:region0445_c1,-21.168,0,
crops,produce:tomato_irrigated:region0445_c2,-21.6924,0,
crops,produce:tomato_irrigated:region0445_c3,-22.4097,0,
crops,produce:tomato_irrigated:region0446_c0,-19.8691,0,
crops,produce:tomato_irrigated:region0446_c1,-20.5938,0,
crops,produce:tomato_irrigated:region0446_c2,-21.0383,0,
crops,produce:tomato_irrigated:region0446_c3,-21.1153,0,
crops,produce:tomato_irrigated:region0447_c0,-21.2678,0,
crops,produce:tomato_irrigated:region0447_c1,-21.4529,0,
crops,produce:tomato_irrigated:region0447_c2,-21.4914,0,
crops,produce:tomato_irrigated:region0447_c3,-21.8407,0,
crops,produce:tomato_irrigated:region0448_c2,-11.6725,0,
crops,produce:tomato_irrigated:region0448_c3,-11.9234,0,
crops,produce:tomato_irrigated:region0452_c0,-11.2156,0,
crops,produce:tomato_irrigated:region0452_c1,-11.5753,0,
crops,produce:tomato_irrigated:region0452_c2,-11.6245,0,
crops,produce:tomato_irrigated:region0452_c3,-11.7108,0,
crops,produce:tomato_irrigated:region0453_c0,-11.3231,0,
crops,produce:tomato_irrigated:region0453_c1,-11.6701,0,
crops,produce:tomato_irrigated:region0453_c2,-11.7168,0,
crops,produce:tomato_irrigated:region0453_c3,-11.7187,0,
crops,produce:tomato_irrigated:region0454_c1,-11.3305,0,
crops,produce:tomato_irrigated:region0455_c0,-100,-4.05948e-05,
crops,produce:tomato_irrigated:region0455_c3,-100,-7.40941e-05,
crops,produce:tomato_irrigated:region0457_c0,-28.4027,0,
crops,produce:tomato_irrigated:region0457_c1,-100,-2.87693e-07,
crops,produce:tomato_irrigated:region0457_c2,-29.3789,0,
crops,produce:tomato_irrigated:region0457_c3,-30.2752,0,
crops,produce:tomato_irrigated:region0458_c0,-23.7783,0,
crops,produce:tomato_irrigated:region0459_c2,-24.4133,0,
crops,produce:tomato_irrigated:region0459_c3,-25.4142,0,
crops,produce:tomato_irrigated:region0460_c2,-21.8218,0,
crops,produce:tomato_irrigated:region0460_c3,-21.8519,0,
crops,produce:tomato_irrigated:region0462_c1,-22.0447,0,
crops,produce:tomato_irrigated:region0462_c2,-22.0421,0,
crops,produce:tomato_irrigated:region0462_c3,-21.848,0,
crops,produce:tomato_irrigated:region0464_c1,-21.9669,0,
crops,produce:tomato_irrigated:region0464_c2,-21.9902,0,
crops,produce:tomato_irrigated:region0464_c3,-22.2451,0,
crops,produce:tomato_irrigated:region0468_c0,-24.017,0,
crops,produce:tomato_irrigated:region0468_c1,-24.2393,0,
crops,produce:tomato_irrigated:region0468_c2,-24.5433,0,
crops,produce:tomato_irrigated:region0468_c3,-24.6944,0,
crops,produce:tomato_irrigated:region0469_c0,-24.1064,0,
crops,produce:tomato_irrigated:region0469_c1,-24.0929,0,
crops,produce:tomato_irrigated:region0469_c2,-23.9789,0,
crops,produce:tomato_irrigated:region0469_c3,-24.1329,0,
crops,produce:tomato_irrigated:region0470_c0,-24.0173,0,
crops,produce:tomato_irrigated:region0470_c1,-24.2081,0,
crops,produce:tomato_irrigated:region0470_c2,-24.6355,0,
crops,produce:tomato_irrigated:region0470_c3,-24.2233,0,
crops,produce:tomato_irrigated:region0471_c2,-23.5356,0,
crops,produce:tomato_irrigated:region0471_c3,-23.7344,0,
crops,produce:tomato_irrigated:region0477_c0,-23.5874,0,
crops,produce:tomato_irrigated:region0477_c1,-23.8796,0,
crops,produce:tomato_irrigated:region0477_c2,-23.8538,0,
crops,produce:tomato_irrigated:region0477_c3,-23.6975,0,
crops,produce:tomato_irrigated:region0478_c0,-11.9575,0,
crops,produce:tomato_irrigated:region0478_c1,-12.1654,0,
crops,produce:tomato_irrigated:region0478_c2,-12.183,0,
crops,produce:tomato_irrigated:region0478_c3,-12.2507,0,
crops,produce:tomato_irrigated:region0479_c0,-100,0,
crops,produce:tomato_irrigated:region0479_c1,-100,0,
crops,produce:tomato_irrigated:region0479_c2,-100,0,
crops,produce:tomato_irrigated:region0479_c3,-55.2029,0,
crops,produce:tomato_irrigated:region0484_c1,-100,0,
crops,produce:tomato_irrigated:region0484_c2,-100,0,
crops,produce:tomato_irrigated:region0485_c1,-100,0,
crops,produce:tomato_irrigated:region0485_c2,-100,0,
crops,produce:tomato_irrigated:region0485_c3,-100,0,
crops,produce:tomato_irrigated:region0487_c1,-10.6799,0,
crops,produce:tomato_irrigated:region0487_c2,-10.8659,0,
crops,produce:tomato_irrigated:region0487_c3,-11.2878,0,
crops,produce:tomato_irrigated:region0488_c3,-12.3393,0,
crops,produce:tomato_irrigated:region0489_c0,-10.0721,0,
crops,produce:tomato_irrigated:region0489_c1,-10.563,0,
crops,produce:tomato_irrigated:region0489_c2,-10.7426,0,
crops,produce:tomato_irrigated:region0489_c3,-11.6597,0,
crops,produce:tomato_irrigated:region0495_c0,-100,0,
crops,produce:tomato_irrigated:region0495_c1,-100,-1.36549e-09,
crops,produce:tomato_irrigated:region0495_c2,-100,1.01386e-09,
crops,produce:tomato_irrigated:region0495_c3,-100,-1.07809e-09,
crops,produce:tomato_irrigated:region0496_c0,-100,-0.000659976,
crops,produce:tomato_irrigated:region0496_c1,-100,-0.000361323,
crops,produce:tomato_irrigated:region0496_c2,-100,-0.000497823,
crops,produce:tomato_irrigated:region0496_c3,-100,-0.000334484,
crops,produce:tomato_irrigated:region0497_c3,-100,-8.32869e-06,
crops,produce:tomato_irrigated:region0498_c0,-25.8464,0,
crops,produce:tomato_irrigated:region0498_c1,-25.7406,0,
crops,produce:tomato_irrigated:region0498_c2,-26.0017,0,
crops,produce:tomato_irrigated:region0498_c3,-26.0949,0,
crops,produce:tomato_irrigated:region0499_c0,-100,0,
crops,produce:tomato_irrigated:region0499_c1,-100,0,
crops,produce:tomato_irrigated:region0499_c2,-29.9584,0,
crops,produce:tomato_irrigated:region0499_c3,-33.5785,0,
crops,produce:tomato_irrigated:region0500_c0,-26.984,0,
crops,produce:tomato_irrigated:region0500_c1,-100,0,
crops,produce:tomato_irrigated:region0500_c2,-100,0,
crops,produce:tomato_irrigated:region0500_c3,-31.9372,0,
crops,produce:tomato_irrigated:region0501_c1,-100,0,
crops,produce:tomato_irrigated:region0501_c2,-100,0,
crops,produce:tomato_irrigated:region0501_c3,-100,0,
crops,produce:tomato_irrigated:region0502_c0,-100,0,
crops,produce:tomato_irrigated:region0502_c1,-100,0,
crops,produce:tomato_irrigated:region0502_c2,-100,0,
crops,produce:tomato_irrigated:region0502_c3,-100,0,
crops,produce:tomato_irrigated:region0503_c0,-100,0,
crops,produce:tomato_irrigated:region0503_c1,-3.63937,0,
crops,produce:tomato_irrigated:region0503_c2,-4.06662,0,
crops,produce:tomato_irrigated:region0503_c3,-4.46662,0,
crops,produce:tomato_irrigated:region0504_c0,-100,0,
crops,produce:tomato_irrigated:region0504_c1,-100,0,
crops,produce:tomato_irrigated:region0504_c2,-4.22007,0,
crops,produce:tomato_irrigated:region0504_c3,-4.58507,0,
crops,produce:tomato_irrigated:region0505_c0,-100,0,
crops,produce:tomato_irrigated:region0505_c1,-100,0,
crops,produce:tomato_irrigated:region0505_c2,-100,0,
crops,produce:tomato_irrigated:region0505_c3,-100,0,
crops,produce:tomato_irrigated:region0508_c0,-100,0,
crops,produce:tomato_irrigated:region0508_c1,-14.7788,0,
crops,produce:tomato_irrigated:region0508_c2,-13.9189,0,
crops,produce:tomato_irrigated:region0508_c3,-14.6195,0,
crops,produce:tomato_irrigated:region0509_c0,-13.0716,0,
crops,produce:tomato_irrigated:region0509_c1,-100,-1.91466e-07,
crops,produce:tomato_irrigated:region0509_c2,-13.9238,0,
crops,produce:tomato_irrigated:region0509_c3,-15.2257,0,
crops,produce:tomato_irrigated:region0510_c0,-14.4488,0,
crops,produce:tomato_irrigated:region0510_c1,-15.3498,0,
crops,produce:tomato_irrigated:region0510_c2,-15.6316,0,
crops,produce:tomato_irrigated:region0510_c3,-15.5069,0,
crops,produce:tomato_irrigated:region0511_c1,-12.6833,0,
crops,produce:tomato_irrigated:region0511_c2,-13.8277,0,
crops,produce:tomato_irrigated:region0512_c0,-14.5418,0,
crops,produce:tomato_irrigated:region0512_c1,-15.7814,0,
crops,produce:tomato_irrigated:region0512_c2,-16.1711,0,
crops,produce:tomato_irrigated:region0512_c3,-16.6975,0,
crops,produce:tomato_irrigated:region0513_c0,-100,0,
crops,produce:tomato_irrigated:region0513_c1,-6.93175,0,
crops,produce:tomato_irrigated:region0513_c2,-7.6833,0,
crops,produce:tomato_irrigated:region0513_c3,-8.08742,0,
crops,produce:tomato_irrigated:region0516_c0,-49.5091,0,
crops,produce:tomato_irrigated:region0516_c1,-50.0486,0,
crops,produce:tomato_irrigated:region0516_c2,-50.0115,0,
crops,produce:tomato_irrigated:region0516_c3,-50.13,0,
crops,produce:tomato_irrigated:region0517_c0,-58.6725,0,
crops,produce:tomato_irrigated:region0517_c1,-58.4988,0,
crops,produce:tomato_irrigated:region0517_c2,-58.4774,0,
crops,produce:tomato_irrigated:region0517_c3,-58.5801,0,
crops,produce:tomato_irrigated:region0518_c0,-68.5216,0,
crops,produce:tomato_irrigated:region0518_c1,-70.8879,0,
crops,produce:tomato_irrigated:region0518_c2,-72.0897,0,
crops,produce:tomato_irrigated:region0518_c3,-72.1156,0,
crops,produce:tomato_irrigated:region0520_c0,-27.8277,0,
crops,produce:tomato_irrigated:region0520_c1,-29.034,0,
crops,produce:tomato_irrigated:region0520_c2,-29.1851,0,
crops,produce:tomato_irrigated:region0520_c3,-29.6461,0,
crops,produce:tomato_irrigated:region0521_c0,-85.1112,0,
crops,produce:tomato_irrigated:region0521_c1,-84.9816,0,
crops,produce:tomato_irrigated:region0521_c2,-87.0317,0,
crops,produce:tomato_irrigated:region0521_c3,-88.254,0,
crops,produce:tomato_irrigated:region0522_c0,-19.8918,0,
crops,produce:tomato_irrigated:region0522_c1,-21.5344,0,
crops,produce:tomato_irrigated:region0522_c2,-21.6146,0,
crops,produce:tomato_irrigated:region0522_c3,-21.0169,0,
crops,produce:tomato_irrigated:region0532_c0,-41.9457,0,
crops,produce:tomato_irrigated:region0532_c1,-43.2635,0,
crops,produce:tomato_irrigated:region0532_c3,-38.9127,0,
crops,produce:tomato_irrigated:region0546_c1,-36.7477,0,
crops,produce:tomato_irrigated:region0546_c2,-36.5053,0,
crops,produce:tomato_irrigated:region0546_c3,-36.917,0,
crops,produce:tomato_irrigated:region0552_c1,-42.0686,0,
crops,produce:tomato_irrigated:region0552_c2,-39.5718,0,
crops,produce:tomato_irrigated:region0552_c3,-40.9616,0,
crops,produce:tomato_irrigated:region0553_c3,-39.4766,0,
crops,produce:tomato_irrigated:region0579_c2,-37.6892,0,
crops,produce:tomato_irrigated:region0579_c3,-37.2036,0,
crops,produce:tomato_irrigated:region0581_c0,-37.0808,0,
crops,produce:tomato_irrigated:region0581_c1,-37.8295,0,
crops,produce:tomato_irrigated:region0581_c2,-37.9403,0,
crops,produce:tomato_irrigated:region0581_c3,-38.5155,0,
crops,produce:tomato_irrigated:region0582_c0,-38.3234,0,
crops,produce:tomato_irrigated:region0582_c1,-37.6136,0,
crops,produce:tomato_irrigated:region0582_c2,-37.5807,0,
crops,produce:tomato_irrigated:region0582_c3,-37.5337,0,
crops,produce:tomato_irrigated:region0583_c0,-39.1907,0,
crops,produce:tomato_irrigated:region0583_c1,-39.3545,0,
crops,produce:tomato_irrigated:region0583_c2,-40.0811,0,
crops,produce:tomato_irrigated:region0583_c3,-40.8381,0,
crops,produce:tomato_irrigated:region0584_c3,-39.8206,0,
crops,produce:tomato_irrigated:region0585_c0,-38.9077,0,
crops,produce:tomato_irrigated:region0585_c1,-40.5342,0,
crops,produce:tomato_irrigated:region0585_c2,-41.4508,0,
crops,produce:tomato_irrigated:region0585_c3,-42.6359,0,
crops,produce:tomato_irrigated:region0586_c0,-41.0371,0,
crops,produce:tomato_irrigated:region0586_c1,-41.9105,0,
crops,produce:tomato_irrigated:region0586_c2,-41.3973,0,
crops,produce:tomato_irrigated:region0586_c3,-40.6775,0,
crops,produce:tomato_irrigated:region0587_c1,-37.5279,0,
crops,produce:tomato_irrigated:region0587_c2,-37.7096,0,
crops,produce:tomato_irrigated:region0587_c3,-37.7211,0,
crops,produce:tomato_irrigated:region0588_c0,-39.7405,0,
crops,produce:tomato_irrigated:region0588_c1,-39.9519,0,
crops,produce:tomato_irrigated:region0588_c2,-39.3598,0,
crops,produce:tomato_irrigated:region0588_c3,-39.197,0,
crops,produce:tomato_irrigated:region0589_c1,-38.3932,0,
crops,produce:tomato_irrigated:region0589_c2,-36.9637,0,
crops,produce:tomato_irrigated:region0589_c3,-37.9317,0,
crops,produce:tomato_irrigated:region0590_c3,-37.9407,0,
crops,produce:tomato_irrigated:region0591_c0,-39.243,0,
crops,produce:tomato_irrigated:region0591_c1,-38.5427,0,
crops,produce:tomato_irrigated:region0591_c2,-38.6346,0,
crops,produce:tomato_irrigated:region0591_c3,-38.1728,0,
crops,produce:tomato_irrigated:region0592_c0,-39.4063,0,
crops,produce:tomato_irrigated:region0592_c1,-41.6039,0,
crops,produce:tomato_irrigated:region0592_c2,-43.7038,0,
crops,produce:tomato_irrigated:region0592_c3,-42.2764,0,
crops,produce:tomato_irrigated:region0594_c0,-38.6775,0,
crops,produce:tomato_irrigated:region0594_c1,-38.4809,0,
crops,produce:tomato_irrigated:region0594_c2,-38.5875,0,
crops,produce:tomato_irrigated:region0594_c3,-38.3216,0,
crops,produce:tomato_irrigated:region0595_c1,-37.0732,0,
crops,produce:tomato_irrigated:region0595_c2,-37.2245,0,
crops,produce:tomato_irrigated:region0595_c3,-37.3115,0,
crops,produce:tomato_irrigated:region0596_c0,-36.5689,0,
crops,produce:tomato_irrigated:region0596_c2,-40.3392,0,
crops,produce:tomato_irrigated:region0596_c3,-40.2924,0,
crops,produce:tomato_irrigated:region0597_c0,-39.8311,0,
crops,produce:tomato_irrigated:region0597_c1,-39.1127,0,
crops,produce:tomato_irrigated:region0597_c2,-39.0338,0,
crops,produce:tomato_irrigated:region0597_c3,-39.2499,0,
crops,produce:tomato_irrigated:region0599_c0,-41.9325,0,
crops,produce:tomato_irrigated:region0599_c1,-41.5572,0,
crops,produce:tomato_irrigated:region0599_c2,-41.6881,0,
crops,produce:tomato_irrigated:region0599_c3,-42.4451,0,
crops,produce:tomato_irrigated:region0600_c0,-39.5578,0,
crops,produce:tomato_irrigated:region0600_c1,-39.2096,0,
crops,produce:tomato_irrigated:region0600_c2,-100,7.45786e-11,
crops,produce:tomato_irrigated:region0600_c3,-38.6227,0,
crops,produce:tomato_irrigated:region0601_c0,-36.4163,0,
crops,produce:tomato_irrigated:region0601_c1,-36.9899,0,
crops,produce:tomato_irrigated:region0601_c2,-36.8357,0,
crops,produce:tomato_irrigated:region0601_c3,-36.9412,0,
crops,produce:tomato_irrigated:region0603_c0,-35.7165,0,
crops,produce:tomato_irrigated:region0603_c1,-36.7428,0,
crops,produce:tomato_irrigated:region0603_c2,-100,0,
crops,produce:tomato_irrigated:region0603_c3,-37.88,0,
crops,produce:tomato_irrigated:region0604_c0,-100,0,
crops,produce:tomato_irrigated:region0604_c1,-100,0,
crops,produce:tomato_irrigated:region0604_c2,-100,0,
crops,produce:tomato_irrigated:region0604_c3,-38.5022,0,
crops,produce:tomato_irrigated:region0605_c0,-35.6671,0,
crops,produce:tomato_irrigated:region0605_c1,-35.8755,0,
crops,produce:tomato_irrigated:region0605_c2,-100,0,
crops,produce:tomato_irrigated:region0605_c3,-100,0,
crops,produce:tomato_irrigated:region0608_c0,-35.1472,0,
crops,produce:tomato_irrigated:region0608_c1,-35.2734,0,
crops,produce:tomato_irrigated:region0608_c2,-35.858,0,
crops,produce:tomato_irrigated:region0608_c3,-36.3761,0,
crops,produce:tomato_irrigated:region0610_c0,-100,0,
crops,produce:tomato_irrigated:region0610_c1,-100,0,
crops,produce:tomato_irrigated:region0610_c2,-100,0,
crops,produce:tomato_irrigated:region0610_c3,-37.3315,0,
crops,produce:tomato_irrigated:region0611_c0,-100,0,
crops,produce:tomato_irrigated:region0611_c1,-100,0,
crops,produce:tomato_irrigated:region0611_c2,-100,0,
crops,produce:tomato_irrigated:region0611_c3,-100,0,
crops,produce:tomato_irrigated:region0612_c0,-35.7244,0,
crops,produce:tomato_irrigated:region0612_c1,-100,0,
crops,produce:tomato_irrigated:region0612_c2,-100,0,
crops,produce:tomato_irrigated:region0612_c3,-100,0,
crops,produce:tomato_irrigated:region0613_c0,-23.1438,0,
crops,produce:tomato_irrigated:region0613_c1,-23.5839,0,
crops,produce:tomato_irrigated:region0613_c2,-23.745,0,
crops,produce:tomato_irrigated:region0613_c3,-23.8995,0,
crops,produce:tomato_irrigated:region0616_c3,-100,1.36424e-12,
crops,produce:tomato_irrigated:region0617_c1,-23.7523,0,
crops,produce:tomato_irrigated:region0617_c2,-23.7886,0,
crops,produce:tomato_irrigated:region0617_c3,-23.3507,0,
crops,produce:tomato_irrigated:region0619_c0,-22.5069,0,
crops,produce:tomato_irrigated:region0619_c1,-22.3194,0,
crops,produce:tomato_irrigated:region0619_c2,-22.798,0,
crops,produce:tomato_irrigated:region0619_c3,-23.1275,0,
crops,produce:tomato_irrigated:region0620_c1,-22.2537,0,
crops,produce:tomato_irrigated:region0620_c2,-22.0545,0,
crops,produce:tomato_irrigated:region0620_c3,-22.6815,0,
crops,produce:tomato_irrigated:region0621_c0,-100,-3.1389e-06,
crops,produce:tomato_irrigated:region0622_c1,-66.2855,0,
crops,produce:tomato_irrigated:region0622_c2,-33.0352,0,
crops,produce:tomato_irrigated:region0623_c1,-8.09493,0,
crops,produce:tomato_irrigated:region0625_c0,-10.2366,0,
crops,produce:tomato_irrigated:region0625_c1,-100,2.76714e-10,
crops,produce:tomato_irrigated:region0625_c2,-100,-4.89649e-10,
crops,produce:tomato_irrigated:region0625_c3,-10.6977,0,
crops,produce:tomato_irrigated:region0626_c0,-26.945,0,
crops,produce:tomato_irrigated:region0626_c1,-27.1698,0,
crops,produce:tomato_irrigated:region0626_c2,-27.2154,0,
crops,produce:tomato_irrigated:region0626_c3,-27.7718,0,
crops,produce:tomato_irrigated:region0627_c3,-22.6143,0,
crops,produce:tomato_irrigated:region0630_c0,-11.8993,0,
crops,produce:tomato_irrigated:region0630_c1,-11.9745,0,
crops,produce:tomato_irrigated:region0630_c2,-12.0049,0,
crops,produce:tomato_irrigated:region0630_c3,-11.9093,0,
crops,produce:tomato_irrigated:region0633_c0,-21.7345,0,
crops,produce:tomato_irrigated:region0636_c0,-62.398,0,
crops,produce:tomato_irrigated:region0636_c1,-66.5911,0,
crops,produce:tomato_irrigated:region0636_c2,-68.0714,0,
crops,produce:tomato_irrigated:region0636_c3,-66.7062,0,
crops,produce:tomato_irrigated:region0637_c0,-84.6787,0,
